Nome_Musica,Artista,Genero,Ano,BPM,Energia,Dancabilidade,Valencia,Loudness,Streams,Taxa_Crescimento,Qtd_Playlists,Compartilhamentos,Taxa_Skip,Taxa_Replay,Popularidade
Memories,Maroon 5,Rock,2018,120,0.91,0.52,0.12,-47.72,623312119,0.26,7,121662,0.26,0.23,49
Beat It,Michael Jackson,Hip-Hop,1996,138,0.27,0.77,0.33,-33.98,640052464,0.14,135,108774,0.37,0.11,41
Stronger,Kanye West,Hip-Hop,1993,151,0.29,0.87,0.87,-17.52,694385178,0.48,154,40146,0.52,0.78,65
Tiny Dancer,Elton John,Pop,2018,126,0.97,0.58,0.76,-43.83,635229392,0.08,112,127640,0.24,0.99,65
Billie Jean,Michael Jackson,Hip-Hop,2021,68,0.27,0.48,0.39,-45.0,669218744,0.98,262,92342,0.3,0.03,52
Umbrella,Rihanna,R&B,1990,61,0.31,0.21,0.84,-12.43,717373641,0.91,88,21521,0.39,0.67,60
Uptown Funk,Bruno Mars,R&B,2017,91,0.53,0.27,0.46,-35.3,454489404,0.53,45,126801,0.51,0.82,51
Rocket Man,Elton John,R&B,1995,109,0.24,0.29,0.48,-29.32,230763763,0.71,131,42060,0.75,0.7,44
Thank U Next,Ariana Grande,Eletrônica,1996,176,0.89,0.22,0.68,-48.28,650976406,0.67,17,105041,0.05,0.94,69
New Rules,Dua Lipa,Rock,2017,137,0.6,0.2,0.23,-0.73,384172190,0.22,75,85591,0.7,0.27,31
Shape of You,Ed Sheeran,Eletrônica,2023,124,0.24,0.93,0.52,-49.85,597971713,0.86,257,168406,0.71,0.26,58
Work,Rihanna,R&B,2009,129,0.94,0.45,0.95,-39.82,476489998,0.1,274,43819,0.3,0.28,51
Hung Up,Madonna,Pop,1984,110,0.87,0.94,0.49,-35.82,530256474,0.04,9,5133,0.75,0.77,58
Hotline Bling,Drake,R&B,1990,63,0.64,0.61,0.74,-17.53,133999793,0.91,32,17669,0.38,0.84,67
Mamma Mia,ABBA,Rock,1982,110,0.42,0.41,0.28,-38.95,572809355,0.0,138,48115,0.68,0.44,34
Sorry,Justin Bieber,Hip-Hop,2020,81,0.52,0.26,0.61,-48.56,253286140,0.34,171,62088,0.42,0.54,42
Billie Jean,Michael Jackson,R&B,2015,127,0.23,0.95,0.98,-58.19,370656196,0.47,178,115463,0.03,0.85,68
Levitating,Dua Lipa,Eletrônica,1990,161,0.45,0.81,0.5,-0.58,721832658,0.51,279,149242,0.72,0.68,60
Girls Like You,Maroon 5,Hip-Hop,2001,174,0.65,0.58,0.44,-4.51,685400360,0.68,118,130159,0.16,0.17,58
Grenade,Bruno Mars,Pop,2015,63,0.25,0.31,0.87,-13.92,281230127,0.52,155,73987,0.57,0.37,42
Rap God,Eminem,Eletrônica,1991,123,0.27,1.0,0.63,-11.69,685778488,0.49,239,128995,0.25,0.74,67
Sorry,Justin Bieber,Eletrônica,1980,79,0.25,0.5,0.36,-30.83,315860893,0.42,236,3316,0.76,0.67,42
Single Ladies,Beyoncé,Hip-Hop,2023,67,0.95,0.53,0.8,-31.0,494011726,0.02,161,64641,0.79,0.51,49
Stronger,Kanye West,Eletrônica,1991,160,0.51,0.28,0.14,-54.32,244498317,0.02,129,18743,0.06,0.13,29
Mamma Mia,ABBA,R&B,2013,114,0.51,0.86,0.62,-19.24,423420002,0.9,102,125259,0.13,0.34,68
Single Ladies,Beyoncé,Eletrônica,2006,78,0.2,0.45,0.12,-17.06,268597400,0.11,254,49587,0.46,0.32,28
Sorry,Justin Bieber,R&B,2012,63,0.89,0.52,0.75,-25.39,82615029,0.51,84,51079,0.03,0.03,52
Shake It Off,Taylor Swift,Eletrônica,2020,83,0.62,0.22,0.91,-57.19,303794781,0.7,37,108757,0.45,0.13,48
Dakiti,Bad Bunny,Rock,1988,93,0.81,0.98,0.49,-50.0,573258314,0.59,3,194908,0.74,0.79,70
Yonaguni,Bad Bunny,Eletrônica,1981,139,0.98,0.59,0.18,-55.2,299024883,0.39,122,181789,0.2,0.45,54
New Rules,Dua Lipa,Rock,2015,90,0.63,0.69,0.44,-56.21,730673023,0.35,221,18962,0.41,0.07,50
Like a Virgin,Madonna,Pop,2017,118,0.4,0.49,0.83,-32.6,669766600,0.14,39,61962,0.73,0.17,40
Yellow,Coldplay,Hip-Hop,2003,129,0.48,0.61,0.15,-17.71,339795017,0.47,183,79208,0.34,0.91,54
Blinding Lights,The Weeknd,Eletrônica,1985,173,0.97,0.42,0.98,-24.58,642619294,0.25,265,31143,0.51,0.68,60
Umbrella,Rihanna,Rock,1981,150,0.37,0.97,0.76,-15.81,702288499,0.62,268,110487,0.16,0.52,69
Like a Virgin,Madonna,Eletrônica,2018,108,0.78,0.77,0.95,-46.18,528206514,0.49,217,114869,0.37,0.22,62
Rap God,Eminem,Pop,2018,124,0.39,0.55,0.23,-6.54,714480766,0.65,54,105864,0.59,0.31,49
Levitating,Dua Lipa,Pop,2006,150,0.52,0.29,0.41,-28.65,228166988,0.37,58,123743,0.13,0.34,41
Starboy,The Weeknd,Pop,2007,136,0.31,0.69,0.78,-15.73,679708682,0.75,9,24867,0.05,0.14,61
We Will Rock You,Queen,Hip-Hop,2022,67,0.36,0.53,0.84,-26.92,559139712,0.61,257,178944,0.5,0.03,49
Dakiti,Bad Bunny,R&B,2009,96,0.83,0.55,0.43,-43.28,343113474,0.62,235,142971,0.04,0.24,57
Work,Rihanna,Eletrônica,2021,159,0.69,0.6,0.99,-57.91,219230221,0.96,185,133827,0.06,0.21,66
Beat It,Michael Jackson,Pop,2020,89,0.23,0.66,0.95,-6.14,499036862,0.4,182,116853,0.14,0.86,61
Starboy,The Weeknd,R&B,2009,177,0.77,0.66,0.48,-7.46,646080750,0.82,165,184921,0.09,0.4,69
Sugar,Maroon 5,Pop,2013,104,0.34,0.75,0.1,-51.49,352299035,0.46,47,193017,0.78,0.61,46
Stronger,Kanye West,Rock,2019,73,1.0,0.83,0.4,-57.96,135334988,0.64,8,169798,0.68,0.08,54
New Rules,Dua Lipa,Eletrônica,1990,156,0.61,0.22,0.12,-42.96,473362310,0.45,201,95827,0.47,0.67,45
Tiny Dancer,Elton John,Pop,2011,77,0.32,0.47,0.33,-24.22,287945448,0.39,45,87133,0.34,0.55,43
Sorry,Justin Bieber,Rock,2015,100,0.34,0.96,0.18,-17.97,114486327,0.65,194,17460,0.49,0.68,55
Hung Up,Madonna,Hip-Hop,1991,117,0.95,0.77,0.72,-52.06,378193221,0.63,241,72664,0.73,0.39,62
Umbrella,Rihanna,R&B,2009,172,0.8,0.57,0.31,-19.13,105941499,0.7,31,4365,0.47,0.34,52
Vogue,Madonna,Pop,1999,162,0.9,0.4,0.36,-5.68,201247845,0.29,204,78838,0.18,0.34,46
Halo,Beyoncé,Rock,1987,110,1.0,0.58,0.87,-53.07,374658942,0.12,181,2366,0.4,0.81,60
Save Your Tears,The Weeknd,Hip-Hop,1982,97,0.39,0.55,0.43,-53.54,37664204,0.12,276,1188,0.65,0.5,35
Blinding Lights,The Weeknd,Rock,2009,115,0.63,0.94,0.78,-7.73,760543413,0.07,8,173863,0.34,0.14,55
Rocket Man,Elton John,Eletrônica,2018,74,0.75,0.99,0.72,-22.98,730148372,0.83,184,105038,0.14,0.91,86
Stronger,Kanye West,Rock,2000,131,0.49,0.72,0.93,-28.57,224575105,0.5,221,157023,0.22,0.53,59
Sorry,Justin Bieber,Eletrônica,2005,120,0.3,0.34,0.38,-33.01,77955718,0.06,290,189444,0.29,0.9,37
Tiny Dancer,Elton John,R&B,1988,171,0.23,0.76,0.43,-47.36,530827001,0.77,184,93275,0.71,0.1,49
Shake It Off,Taylor Swift,R&B,1994,126,0.98,0.9,0.36,-36.72,294194252,0.27,281,194404,0.23,0.74,64
Viva La Vida,Coldplay,Rock,1980,180,0.91,0.89,0.38,-30.59,671322802,0.62,113,99753,0.13,0.2,67
Tiny Dancer,Elton John,R&B,2022,146,0.8,0.39,0.22,-2.19,68681513,0.41,143,46049,0.76,0.15,35
24K Magic,Bruno Mars,Rock,1993,67,0.35,0.98,0.78,-19.2,767025352,0.19,82,43551,0.4,0.85,64
Sugar,Maroon 5,Hip-Hop,2024,122,0.33,0.97,0.83,-29.8,148096108,0.08,132,54834,0.51,0.41,47
Work,Rihanna,Pop,2013,132,0.58,0.88,0.55,-2.49,200120307,0.76,254,187961,0.4,0.52,63
Hotline Bling,Drake,Pop,2005,77,0.2,0.22,0.67,-30.13,779647418,0.35,298,82747,0.72,0.28,37
Thriller,Michael Jackson,Rock,2013,96,0.54,0.86,0.45,-23.22,97346583,0.85,109,156475,0.76,0.57,58
Blank Space,Taylor Swift,R&B,1993,162,0.35,0.57,0.79,-53.64,157364296,0.58,97,117871,0.31,0.11,46
Break My Soul,Beyoncé,Pop,2005,70,0.6,0.49,0.12,-45.6,550897864,0.46,14,24477,0.26,0.24,47
Positions,Ariana Grande,Pop,1989,69,0.56,0.28,0.98,-57.27,225885378,0.41,66,184983,0.64,0.24,42
Hung Up,Madonna,Hip-Hop,1985,62,0.54,0.87,0.73,-4.3,534162107,0.79,261,9311,0.27,0.03,63
Bohemian Rhapsody,Queen,Rock,2003,112,0.89,0.78,0.33,-36.3,723326019,0.51,228,109287,0.57,0.84,68
Umbrella,Rihanna,Pop,2012,94,0.46,0.84,0.11,-15.67,615108786,0.37,26,19943,0.64,0.51,51
Uptown Funk,Bruno Mars,Eletrônica,2016,171,0.27,0.3,0.7,-21.35,220694724,0.35,2,43657,0.07,0.66,46
Thriller,Michael Jackson,Eletrônica,2001,65,0.84,0.59,0.23,-48.71,112654252,0.88,47,18661,0.1,0.33,59
Gimme Gimme Gimme,ABBA,Pop,2006,179,0.33,0.21,0.23,-23.45,344780252,0.74,151,24833,0.35,0.26,40
Blinding Lights,The Weeknd,Hip-Hop,1986,153,0.53,0.32,0.48,-27.97,574509393,0.58,85,187633,0.11,0.11,48
Dakiti,Bad Bunny,Eletrônica,2017,99,0.32,0.9,0.32,-50.55,795869964,0.89,162,120156,0.42,0.63,68
Diamonds,Rihanna,Hip-Hop,2012,142,0.65,0.29,0.35,-10.02,398845631,0.38,119,12100,0.55,0.68,46
24K Magic,Bruno Mars,Eletrônica,1985,158,0.59,0.28,0.35,-14.72,747031688,0.36,184,63764,0.25,0.47,49
Starboy,The Weeknd,Hip-Hop,2009,60,0.28,0.63,0.74,-10.9,410658064,0.14,57,13183,0.73,0.4,40
Thriller,Michael Jackson,Rock,1998,171,0.5,0.24,0.4,-14.33,305804121,0.61,81,37047,0.06,0.07,42
Don't Start Now,Dua Lipa,Pop,1980,68,0.88,0.34,0.11,-55.42,104778507,0.69,99,85784,0.18,0.2,47
Uptown Funk,Bruno Mars,Pop,1987,94,0.4,0.27,0.79,-47.89,303601445,0.32,14,176788,0.73,0.75,43
Sorry,Justin Bieber,Pop,2021,63,0.57,0.8,0.17,-55.14,231972889,0.77,50,49193,0.34,0.1,52
Uptown Funk,Bruno Mars,Pop,2018,77,0.62,0.51,0.46,-41.1,378211196,0.71,94,75384,0.3,0.57,58
Uptown Funk,Bruno Mars,Rock,2016,94,0.9,0.8,0.22,-49.11,228568740,0.54,142,193651,0.36,0.31,56
Hotline Bling,Drake,Rock,1980,180,0.47,0.93,0.65,-55.61,757230653,0.07,219,81890,0.49,0.77,59
Photograph,Ed Sheeran,Eletrônica,1991,78,0.49,0.65,0.84,-50.39,783889181,0.76,51,145779,0.29,0.01,60
Viva La Vida,Coldplay,Pop,2024,75,0.89,0.4,0.76,-6.46,426964114,0.03,167,141277,0.06,0.67,54
Hotline Bling,Drake,Hip-Hop,1997,73,0.99,0.93,0.12,-27.09,524221184,0.93,8,163646,0.3,0.94,80
Viva La Vida,Coldplay,Eletrônica,1982,134,0.49,0.45,0.72,-59.32,562393424,0.24,214,123940,0.14,0.1,45
Rocket Man,Elton John,Rock,2004,146,1.0,0.38,0.13,-8.83,256043353,0.4,79,41024,0.22,0.95,57
Halo,Beyoncé,Pop,1983,69,0.96,0.55,0.53,-45.14,450292334,0.36,186,133852,0.39,0.11,51
7 rings,Ariana Grande,Hip-Hop,1984,128,0.78,0.88,0.94,-43.83,216322743,0.25,202,180648,0.49,0.21,54
Viva La Vida,Coldplay,Hip-Hop,1994,144,0.27,0.66,0.52,-43.36,533824087,0.52,7,90235,0.55,0.86,56
Hotline Bling,Drake,Rock,1990,180,0.34,0.91,0.77,-41.68,771712037,0.35,233,153114,0.19,0.21,58
24K Magic,Bruno Mars,R&B,1988,69,0.68,0.38,0.55,-16.65,540092848,0.44,28,23941,0.26,0.68,56
Yellow,Coldplay,R&B,1988,101,0.23,0.63,0.75,-15.41,46651812,0.42,138,20066,0.41,0.85,51
Yonaguni,Bad Bunny,Rock,2014,92,0.43,0.79,0.4,-59.71,43423135,1.0,17,86893,0.04,0.18,59
Bohemian Rhapsody,Queen,Pop,1981,84,0.4,0.55,0.47,-57.0,59033704,0.17,186,173893,0.01,0.31,40
God's Plan,Drake,Hip-Hop,2002,176,0.93,0.31,0.33,-46.79,250560020,0.46,237,21713,0.63,0.9,52
Perfect,Ed Sheeran,Rock,2004,92,0.27,0.95,0.21,-17.21,481285501,0.85,31,109410,0.79,0.28,54
Photograph,Ed Sheeran,Eletrônica,2009,140,0.89,0.47,0.5,-56.71,291392592,0.8,207,109850,0.63,0.71,61
Viva La Vida,Coldplay,Pop,1992,145,0.37,0.29,0.72,-20.5,157852981,0.28,10,12265,0.21,0.48,41
Break My Soul,Beyoncé,Eletrônica,1994,123,0.86,0.69,0.9,-33.04,251833719,0.38,195,189026,0.22,0.94,68
Save Your Tears,The Weeknd,Pop,2023,114,0.35,0.79,0.53,-21.84,310320355,0.16,154,147251,0.15,0.44,48
Viva La Vida,Coldplay,Eletrônica,1980,60,0.49,0.32,0.78,-40.15,576325420,0.06,252,94858,0.24,0.98,52
Vogue,Madonna,R&B,1988,179,0.4,0.5,0.51,-1.96,116583847,0.01,181,152900,0.36,0.31,33
Stronger,Kanye West,Hip-Hop,1980,169,0.67,0.32,0.42,-16.24,208709426,0.36,300,42183,0.21,0.91,52
Shake It Off,Taylor Swift,Rock,2006,168,0.92,0.43,0.68,-19.12,279074222,0.4,107,185947,0.19,0.74,59
Shape of You,Ed Sheeran,Pop,1998,158,0.54,0.97,0.61,-19.44,465283612,0.65,184,16474,0.2,0.31,65
Gold Digger,Kanye West,Pop,1993,89,0.46,0.62,0.73,-44.36,708228266,0.15,33,197626,0.18,0.6,55
Photograph,Ed Sheeran,Hip-Hop,2004,77,0.4,0.7,0.95,-4.68,334201996,0.53,254,191457,0.1,0.91,66
Yellow,Coldplay,R&B,2008,92,0.38,0.44,0.92,-4.85,115822277,0.53,23,61355,0.71,0.52,46
Rap God,Eminem,Hip-Hop,1992,152,0.73,0.8,0.44,-23.6,632752084,0.05,38,81362,0.11,0.49,56
Single Ladies,Beyoncé,Rock,2004,162,0.59,0.38,0.92,-56.58,645642703,0.38,164,190092,0.43,0.09,48
Shake It Off,Taylor Swift,Hip-Hop,2005,167,0.52,0.8,0.77,-43.55,272682710,0.2,41,111502,0.49,0.87,57
Rap God,Eminem,Pop,2019,66,0.95,0.89,0.5,-25.15,319816756,0.66,156,82738,0.01,0.96,78
Tití Me Preguntó,Bad Bunny,R&B,1982,64,0.37,0.27,0.82,-2.91,529661918,0.83,209,11591,0.48,0.6,56
Photograph,Ed Sheeran,Rock,1981,151,0.45,0.48,0.86,-51.27,313535563,0.49,191,9988,0.13,0.22,50
Positions,Ariana Grande,Eletrônica,1990,129,0.75,0.49,0.7,-22.08,429630491,0.89,155,52327,0.75,0.21,56
Memories,Maroon 5,Eletrônica,2024,135,0.37,0.43,0.63,-22.52,300726661,0.78,91,41995,0.4,0.26,49
Umbrella,Rihanna,Hip-Hop,2016,116,0.65,0.35,0.87,-59.62,411405038,0.61,64,41659,0.47,0.9,61
Memories,Maroon 5,Eletrônica,1985,167,0.46,0.57,0.93,-57.74,638366077,0.31,147,11848,0.39,0.14,49
Yonaguni,Bad Bunny,Rock,1988,102,0.96,0.87,0.53,-30.75,326199069,0.3,130,176933,0.1,0.86,69
God's Plan,Drake,Rock,2020,176,0.34,0.71,0.17,-23.86,250117372,0.43,163,143426,0.52,0.15,39
Dancing Queen,ABBA,Pop,2007,146,0.77,0.49,0.88,-57.1,485080321,0.42,53,173829,0.14,0.03,53
Girls Like You,Maroon 5,Pop,2023,108,0.56,0.6,0.34,-34.73,244883705,0.9,105,176033,0.68,0.67,58
Billie Jean,Michael Jackson,Eletrônica,2017,98,0.32,0.69,0.6,-25.79,675880428,0.36,163,78410,0.03,0.52,57
Rap God,Eminem,R&B,2010,84,0.91,0.64,0.33,-40.11,442485200,0.39,192,181460,0.77,0.64,54
Work,Rihanna,R&B,2013,62,0.94,0.5,0.44,-10.41,253231912,0.09,153,23002,0.26,0.26,44
Rocket Man,Elton John,Eletrônica,2010,83,0.95,0.71,0.31,-25.15,402427983,0.71,186,95818,0.38,0.29,61
We Will Rock You,Queen,Rock,2009,168,0.68,0.99,0.85,-25.94,651812873,0.94,162,100182,0.25,0.55,81
Tití Me Preguntó,Bad Bunny,Eletrônica,1985,161,0.68,0.63,0.37,-42.3,685280685,0.57,123,95495,0.15,0.43,61
Starboy,The Weeknd,Rock,1980,114,0.39,0.79,0.56,-29.86,434617607,0.61,170,75036,0.56,0.26,53
Your Song,Elton John,R&B,2015,145,0.26,0.52,0.65,-57.8,333577912,0.37,283,85403,0.23,0.04,40
Without Me,Eminem,R&B,1981,111,0.31,0.55,0.13,-25.13,60022675,0.3,264,196224,0.38,0.2,32
New Rules,Dua Lipa,R&B,2006,126,0.34,0.32,0.33,-25.91,572275813,0.48,241,175204,0.76,0.12,35
Viva La Vida,Coldplay,Eletrônica,2020,109,0.25,0.84,0.95,-48.52,630554885,0.67,248,55199,0.18,0.89,72
Dancing Queen,ABBA,Rock,2019,141,0.62,0.72,0.87,-32.48,271523931,0.02,9,80541,0.65,0.29,44
Lose Yourself,Eminem,Eletrônica,1997,173,0.37,0.7,0.52,-32.81,764936101,0.63,151,52988,0.76,0.16,51
New Rules,Dua Lipa,R&B,2023,153,0.44,0.41,0.36,-8.18,741883645,0.16,293,164607,0.39,0.53,44
Gimme Gimme Gimme,ABBA,R&B,2020,172,0.23,0.87,0.66,-40.15,130002679,0.2,226,28680,0.33,0.86,52
Girls Like You,Maroon 5,Rock,2016,68,0.56,0.38,0.12,-48.54,73416524,0.29,210,38091,0.62,0.03,28
Don't Stop Me Now,Queen,Pop,1993,122,0.78,0.42,0.58,-38.77,143616610,0.27,147,20197,0.08,0.75,53
Uptown Funk,Bruno Mars,R&B,2013,101,0.33,0.6,0.46,-0.79,73863085,0.68,272,109725,0.35,0.15,44
Halo,Beyoncé,Eletrônica,1993,130,0.46,0.4,0.41,-40.97,126994721,0.68,217,32014,0.75,0.55,44
Beat It,Michael Jackson,Hip-Hop,2017,171,0.44,0.72,0.32,-8.23,334362730,0.48,270,138960,0.63,0.04,42
Without Me,Eminem,R&B,2000,177,0.85,0.82,0.86,-4.67,632133650,0.96,243,2655,0.57,0.81,81
God's Plan,Drake,Pop,1989,149,0.32,0.4,0.12,-18.75,643892624,0.94,147,103643,0.19,0.13,50
Starboy,The Weeknd,R&B,2018,92,0.77,0.44,0.61,-13.59,330663954,0.76,256,47873,0.08,0.4,60
Yellow,Coldplay,R&B,1992,80,0.72,0.72,0.18,-20.94,129133173,0.38,17,129151,0.02,0.93,59
24K Magic,Bruno Mars,Eletrônica,2002,157,0.96,0.8,0.93,-55.18,437489239,0.1,268,2442,0.64,0.99,65
Fix You,Coldplay,Eletrônica,1996,175,0.5,0.57,0.78,-58.71,257524644,0.21,194,97804,0.36,0.38,46
Rocket Man,Elton John,Eletrônica,1984,80,0.89,0.77,0.61,-12.23,280549334,0.87,10,75822,0.74,0.2,61
Fix You,Coldplay,Pop,2004,155,0.21,0.79,0.63,-5.6,556180982,0.53,125,75148,0.52,0.95,61
Stronger,Kanye West,Rock,2001,103,0.34,0.61,0.37,-5.63,618907244,0.8,114,8220,0.08,0.35,59
Grenade,Bruno Mars,Rock,2008,162,0.54,0.69,0.26,-29.37,670184974,0.44,287,185464,0.63,0.07,46
Viva La Vida,Coldplay,R&B,2016,75,0.61,0.56,0.89,-2.64,343356222,0.39,219,194218,0.12,0.87,63
Sorry,Justin Bieber,Pop,1985,164,0.84,0.3,0.76,-13.58,390472452,0.25,192,183811,0.2,0.86,56
7 rings,Ariana Grande,R&B,1981,120,0.44,0.64,0.77,-27.65,744063975,0.04,295,53391,0.69,0.11,41
Shake It Off,Taylor Swift,Pop,2022,120,0.37,0.78,0.3,-50.39,513712603,0.21,116,185344,0.37,0.13,43
Girls Like You,Maroon 5,Pop,1998,129,0.78,0.55,0.58,-37.19,667831178,0.6,84,163431,0.74,0.62,60
Levitating,Dua Lipa,Hip-Hop,2021,144,0.35,0.47,0.23,-1.39,105801513,0.81,175,136092,0.18,0.09,44
Tiny Dancer,Elton John,Rock,1994,98,0.78,0.94,0.91,-31.47,738055625,0.65,269,87217,0.57,1.0,81
Sugar,Maroon 5,Eletrônica,2011,79,0.86,0.56,1.0,-15.9,257251075,0.69,158,176448,0.72,0.86,66
Without Me,Eminem,R&B,2015,77,0.21,0.72,0.9,-21.34,583662857,0.87,127,33225,0.04,0.35,66
Anti-Hero,Taylor Swift,Pop,2008,164,0.49,0.89,0.63,-9.69,661127563,0.83,27,117729,0.78,0.12,60
Yellow,Coldplay,Pop,2020,82,0.54,0.74,0.47,-4.02,684186999,0.33,241,164881,0.73,0.48,52
Shake It Off,Taylor Swift,R&B,2018,172,0.41,0.78,0.4,-17.24,696806498,0.32,74,163530,0.49,0.51,53
Viva La Vida,Coldplay,Rock,2023,177,0.86,0.6,0.22,-50.98,775794545,0.79,57,122578,0.28,0.23,63
Rocket Man,Elton John,Eletrônica,2018,116,0.5,0.41,0.46,-57.44,143763799,0.97,10,128261,0.14,0.51,57
Positions,Ariana Grande,Eletrônica,1987,164,0.2,0.79,0.14,-57.77,508350317,0.7,182,8846,0.53,0.01,45
Umbrella,Rihanna,Eletrônica,2011,140,0.5,0.82,0.44,-30.0,243111511,0.47,266,190045,0.57,0.04,45
One Dance,Drake,R&B,1990,175,0.25,0.28,0.8,-12.95,170494442,0.81,172,49083,0.43,0.69,51
One Dance,Drake,Pop,2003,159,0.8,0.68,0.23,-9.46,487329465,0.63,71,195236,0.36,0.05,53
Yonaguni,Bad Bunny,Eletrônica,1994,168,0.38,0.56,0.55,-16.08,6095321,0.42,241,36281,0.49,0.03,36
Like a Virgin,Madonna,Rock,1994,60,0.88,0.89,0.62,-3.16,439887724,0.09,17,48830,0.22,0.29,56
Stronger,Kanye West,R&B,1986,154,0.49,0.43,0.2,-59.24,624537260,0.37,206,77919,0.73,0.27,39
We Will Rock You,Queen,Hip-Hop,1988,63,0.35,0.82,0.87,-26.39,78397900,0.54,59,23452,0.2,0.42,56
Tití Me Preguntó,Bad Bunny,R&B,2000,151,0.83,0.37,0.67,-33.14,141273623,0.7,287,45197,0.26,0.28,53
Levitating,Dua Lipa,Pop,2001,145,0.48,0.76,0.96,-47.63,169973595,0.29,144,42217,0.4,0.61,55
Positions,Ariana Grande,Pop,2019,154,0.29,0.63,0.46,-48.86,633607385,0.15,60,184907,0.6,0.52,44
Don't Start Now,Dua Lipa,R&B,1987,91,0.6,0.66,0.19,-54.54,523896736,0.02,102,95429,0.33,0.91,51
Without Me,Eminem,Rock,2003,164,0.91,0.66,0.73,-17.4,106938864,0.61,210,76343,0.52,0.97,67
Viva La Vida,Coldplay,Rock,2019,130,0.54,0.49,0.23,-24.93,45071223,0.54,115,122945,0.19,0.15,41
Anti-Hero,Taylor Swift,Hip-Hop,1991,85,0.8,0.93,0.5,-39.86,50994130,0.81,109,118953,0.4,0.33,63
Your Song,Elton John,Rock,2019,79,0.81,0.28,0.26,-50.01,484440089,0.12,234,121621,0.76,0.81,43
Yonaguni,Bad Bunny,Pop,2015,127,0.99,0.68,0.49,-11.43,279200822,0.17,51,132186,0.08,0.24,53
Billie Jean,Michael Jackson,Rock,1996,86,0.78,0.99,0.77,-31.3,610315526,0.93,253,49507,0.36,0.92,85
Diamonds,Rihanna,Hip-Hop,1981,62,0.24,0.24,0.15,-25.35,275668988,0.59,183,21882,0.33,0.8,43
Mamma Mia,ABBA,R&B,2002,66,0.24,0.31,0.65,-52.37,301551298,0.78,223,168457,0.44,0.93,55
Beat It,Michael Jackson,Rock,2017,118,0.74,0.4,0.18,-46.09,777966470,0.01,188,1805,0.15,0.34,44
Viva La Vida,Coldplay,Rock,2001,72,0.86,0.6,0.15,-2.26,341012261,0.8,49,71385,0.62,0.31,55
Anti-Hero,Taylor Swift,Eletrônica,1982,71,0.92,0.3,0.49,-0.42,364990449,0.63,274,72319,0.47,0.9,60
Dakiti,Bad Bunny,Pop,2001,80,0.95,0.46,0.75,-57.31,323710480,0.84,275,159778,0.42,0.01,57
Baby,Justin Bieber,Eletrônica,1999,152,0.28,0.33,0.27,-20.92,522153021,0.54,261,196985,0.35,0.85,50
Gold Digger,Kanye West,Eletrônica,2004,169,0.52,0.97,0.85,-11.7,645762619,0.73,104,49787,0.66,0.73,72
Vogue,Madonna,R&B,2010,112,0.57,0.37,0.42,-42.46,117169471,0.62,136,105044,0.63,0.23,41
Gold Digger,Kanye West,Eletrônica,2015,93,0.68,0.72,0.69,-52.08,719413501,0.57,276,89126,0.63,0.04,56
Umbrella,Rihanna,R&B,2016,62,0.84,0.98,0.34,-48.03,490417064,0.07,78,82542,0.56,0.97,62
Don't Stop Me Now,Queen,Eletrônica,1987,153,0.66,0.95,0.15,-18.56,175158319,0.79,117,126051,0.65,0.93,65
Peaches,Justin Bieber,Rock,2019,77,0.79,0.89,0.2,-2.18,125571706,0.44,22,102918,0.76,0.7,54
Baby,Justin Bieber,R&B,2021,126,0.68,0.28,0.18,-55.48,125333000,0.6,296,11494,0.57,0.3,39
Starboy,The Weeknd,Hip-Hop,2018,173,0.45,0.39,0.48,-7.48,686681486,0.23,156,49413,0.77,0.44,41
Girls Like You,Maroon 5,R&B,2004,66,0.41,0.85,0.57,-17.61,113907145,0.85,194,95571,0.38,0.18,56
Gold Digger,Kanye West,R&B,2003,82,0.23,0.32,0.13,-27.93,600071428,0.92,56,104774,0.45,0.63,52
Memories,Maroon 5,Hip-Hop,2011,82,0.75,0.79,0.47,-54.97,645410530,0.97,11,20135,0.46,0.98,79
Don't Start Now,Dua Lipa,R&B,2019,148,0.45,0.72,0.44,-35.98,413334609,0.94,112,139122,0.71,0.7,62
Perfect,Ed Sheeran,Pop,2015,148,0.95,0.3,0.6,-12.22,269295603,0.03,88,87510,0.42,0.69,46
Perfect,Ed Sheeran,Hip-Hop,1994,122,0.5,0.5,0.3,-15.51,394719530,0.04,34,37672,0.73,0.23,32
Break My Soul,Beyoncé,Hip-Hop,2019,118,0.41,0.44,0.57,-8.21,474877264,0.25,86,168608,0.57,0.7,46
Peaches,Justin Bieber,Hip-Hop,2019,77,0.99,0.74,0.83,-11.16,379929913,0.07,128,41116,0.71,0.41,53
Perfect,Ed Sheeran,Eletrônica,2024,143,0.52,0.71,0.9,-46.44,197078160,0.22,211,43443,0.06,0.13,49
Hotline Bling,Drake,R&B,2015,160,0.51,0.61,0.2,-30.22,102740910,0.61,153,3421,0.77,0.59,46
24K Magic,Bruno Mars,Pop,1981,90,0.31,0.69,0.81,-49.04,283252191,0.59,279,41615,0.16,0.44,56
Girls Like You,Maroon 5,Pop,1994,68,0.3,0.96,0.97,-34.25,37028084,0.3,226,54800,0.61,0.49,51
Billie Jean,Michael Jackson,Eletrônica,1992,75,0.4,0.47,0.82,-17.06,161847886,0.21,196,155769,0.62,0.92,47
